symbol,total_score,tier,growth,quality,valuation,momentum,as_of_date,notes
000651.SZ,59.97,C,36.34,49.28,100.0,100.0,2026-02-26,成长性偏弱：营收或净利润增速不足。；股价动量偏强：样本区间内价格趋势向上。
