index,level,title,href,full_url,doc_path,anchor,parent_title,root_title,path,is_leaf
116,3,分析师详情,stock/stock.html#id109,https://akshare.akfamily.xyz/data/stock/stock.html#id109,stock/stock.html,id109,分析师指数,AKShare 股票数据,AKShare 股票数据 / 分析师指数 / 分析师详情,1
117,2,千股千评,stock/stock.html#id110,https://akshare.akfamily.xyz/data/stock/stock.html#id110,stock/stock.html,id110,AKShare 股票数据,AKShare 股票数据,AKShare 股票数据 / 千股千评,1
118,2,千股千评详情,stock/stock.html#id111,https://akshare.akfamily.xyz/data/stock/stock.html#id111,stock/stock.html,id111,AKShare 股票数据,AKShare 股票数据,AKShare 股票数据 / 千股千评详情,0
119,3,主力控盘,stock/stock.html#id112,https://akshare.akfamily.xyz/data/stock/stock.html#id112,stock/stock.html,id112,千股千评详情,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 主力控盘,0
120,4,机构参与度,stock/stock.html#id113,https://akshare.akfamily.xyz/data/stock/stock.html#id113,stock/stock.html,id113,主力控盘,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 主力控盘 / 机构参与度,1
121,3,综合评价,stock/stock.html#id114,https://akshare.akfamily.xyz/data/stock/stock.html#id114,stock/stock.html,id114,千股千评详情,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 综合评价,0
122,4,历史评分,stock/stock.html#id115,https://akshare.akfamily.xyz/data/stock/stock.html#id115,stock/stock.html,id115,综合评价,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 综合评价 / 历史评分,1
123,3,市场热度,stock/stock.html#id116,https://akshare.akfamily.xyz/data/stock/stock.html#id116,stock/stock.html,id116,千股千评详情,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 市场热度,0
124,4,用户关注指数,stock/stock.html#id117,https://akshare.akfamily.xyz/data/stock/stock.html#id117,stock/stock.html,id117,市场热度,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 市场热度 / 用户关注指数,1
125,4,市场参与意愿,stock/stock.html#id118,https://akshare.akfamily.xyz/data/stock/stock.html#id118,stock/stock.html,id118,市场热度,AKShare 股票数据,AKShare 股票数据 / 千股千评详情 / 市场热度 / 市场参与意愿,1
126,2,沪深港通资金流向,stock/stock.html#id119,https://akshare.akfamily.xyz/data/stock/stock.html#id119,stock/stock.html,id119,AKShare 股票数据,AKShare 股票数据,AKShare 股票数据 / 沪深港通资金流向,1
127,2,沪深港通持股,stock/stock.html#id120,https://akshare.akfamily.xyz/data/stock/stock.html#id120,stock/stock.html,id120,AKShare 股票数据,AKShare 股票数据,AKShare 股票数据 / 沪深港通持股,0
128,3,结算汇率-深港通,stock/stock.html#id121,https://akshare.akfamily.xyz/data/stock/stock.html#id121,stock/stock.html,id121,沪深港通持股,AKShare 股票数据,AKShare 股票数据 / 沪深港通持股 / 结算汇率-深港通,1
