symbol,date,market_cap,market,currency
000651.SZ,2025-11-03,2213.68,CN,CNY
000651.SZ,2025-11-08,2241.68,CN,CNY
000651.SZ,2025-11-13,2296.58,CN,CNY
000651.SZ,2025-11-18,2246.72,CN,CNY
000651.SZ,2025-11-23,2254.57,CN,CNY
000651.SZ,2025-11-28,2260.73,CN,CNY
000651.SZ,2025-12-03,2285.93,CN,CNY
000651.SZ,2025-12-08,2278.65,CN,CNY
000651.SZ,2025-12-13,2282.57,CN,CNY
000651.SZ,2025-12-18,2294.34,CN,CNY
000651.SZ,2025-12-23,2290.97,CN,CNY
000651.SZ,2025-12-28,2283.13,CN,CNY
000651.SZ,2026-01-02,2252.89,CN,CNY
000651.SZ,2026-01-07,2265.21,CN,CNY
000651.SZ,2026-01-12,2270.25,CN,CNY
000651.SZ,2026-01-17,2260.17,CN,CNY
000651.SZ,2026-01-22,2288.17,CN,CNY
000651.SZ,2026-01-27,2179.51,CN,CNY
000651.SZ,2026-02-01,2167.74,CN,CNY
000651.SZ,2026-02-06,2159.9,CN,CNY
000651.SZ,2026-02-11,2168.86,CN,CNY
000651.SZ,2026-02-16,2149.26,CN,CNY
000651.SZ,2026-02-21,2149.26,CN,CNY
000651.SZ,2026-02-26,2105.57,CN,CNY
