symbol,date,pe,market,currency
000651.SZ,2024-09-09,7.19,CN,CNY
000651.SZ,2024-09-14,7.25,CN,CNY
000651.SZ,2024-09-19,7.51,CN,CNY
000651.SZ,2024-09-24,7.66,CN,CNY
000651.SZ,2024-09-29,8.2,CN,CNY
000651.SZ,2024-10-04,8.86,CN,CNY
000651.SZ,2024-10-09,8.86,CN,CNY
000651.SZ,2024-10-14,9.21,CN,CNY
000651.SZ,2024-10-19,8.69,CN,CNY
000651.SZ,2024-10-24,8.71,CN,CNY
000651.SZ,2024-10-29,8.56,CN,CNY
000651.SZ,2024-11-03,7.89,CN,CNY
000651.SZ,2024-11-08,8.03,CN,CNY
000651.SZ,2024-11-13,7.97,CN,CNY
000651.SZ,2024-11-18,7.77,CN,CNY
000651.SZ,2024-11-23,7.49,CN,CNY
000651.SZ,2024-11-28,7.54,CN,CNY
000651.SZ,2024-12-03,7.68,CN,CNY
000651.SZ,2024-12-08,7.67,CN,CNY
000651.SZ,2024-12-13,7.8,CN,CNY
000651.SZ,2024-12-18,7.88,CN,CNY
000651.SZ,2024-12-23,8.07,CN,CNY
000651.SZ,2024-12-28,8.17,CN,CNY
000651.SZ,2025-01-02,8.4,CN,CNY
000651.SZ,2025-01-07,8.28,CN,CNY
000651.SZ,2025-01-12,8.41,CN,CNY
000651.SZ,2025-01-17,8.34,CN,CNY
000651.SZ,2025-01-22,7.99,CN,CNY
000651.SZ,2025-01-27,8.14,CN,CNY
000651.SZ,2025-02-01,8.14,CN,CNY
000651.SZ,2025-02-06,7.91,CN,CNY
000651.SZ,2025-02-11,7.92,CN,CNY
000651.SZ,2025-02-16,7.98,CN,CNY
000651.SZ,2025-02-21,7.5,CN,CNY
000651.SZ,2025-02-26,7.42,CN,CNY
000651.SZ,2025-03-03,7.36,CN,CNY
000651.SZ,2025-03-08,7.59,CN,CNY
000651.SZ,2025-03-13,7.71,CN,CNY
000651.SZ,2025-03-18,7.94,CN,CNY
000651.SZ,2025-03-23,7.93,CN,CNY
000651.SZ,2025-03-28,8.21,CN,CNY
000651.SZ,2025-04-02,8.19,CN,CNY
000651.SZ,2025-04-07,7.85,CN,CNY
000651.SZ,2025-04-12,8.18,CN,CNY
000651.SZ,2025-04-17,8.16,CN,CNY
000651.SZ,2025-04-22,8.26,CN,CNY
000651.SZ,2025-04-27,8.2,CN,CNY
000651.SZ,2025-05-02,7.64,CN,CNY
000651.SZ,2025-05-07,7.73,CN,CNY
000651.SZ,2025-05-12,7.86,CN,CNY
000651.SZ,2025-05-17,7.64,CN,CNY
000651.SZ,2025-05-22,7.89,CN,CNY
000651.SZ,2025-05-27,7.74,CN,CNY
000651.SZ,2025-06-01,7.78,CN,CNY
000651.SZ,2025-06-06,7.52,CN,CNY
000651.SZ,2025-06-11,7.51,CN,CNY
000651.SZ,2025-06-16,7.48,CN,CNY
000651.SZ,2025-06-21,7.48,CN,CNY
000651.SZ,2025-06-26,7.63,CN,CNY
000651.SZ,2025-07-01,7.62,CN,CNY
000651.SZ,2025-07-06,7.84,CN,CNY
000651.SZ,2025-07-11,7.87,CN,CNY
000651.SZ,2025-07-16,7.96,CN,CNY
000651.SZ,2025-07-21,7.97,CN,CNY
000651.SZ,2025-07-26,7.85,CN,CNY
000651.SZ,2025-07-31,7.65,CN,CNY
000651.SZ,2025-08-05,7.83,CN,CNY
000651.SZ,2025-08-10,7.95,CN,CNY
000651.SZ,2025-08-15,8.01,CN,CNY
000651.SZ,2025-08-20,7.91,CN,CNY
000651.SZ,2025-08-25,8.06,CN,CNY
000651.SZ,2025-08-30,7.35,CN,CNY
000651.SZ,2025-09-04,7.11,CN,CNY
000651.SZ,2025-09-09,7.13,CN,CNY
000651.SZ,2025-09-14,7.08,CN,CNY
000651.SZ,2025-09-19,6.98,CN,CNY
000651.SZ,2025-09-24,6.9,CN,CNY
000651.SZ,2025-09-29,6.89,CN,CNY
000651.SZ,2025-10-04,6.85,CN,CNY
000651.SZ,2025-10-09,6.97,CN,CNY
000651.SZ,2025-10-14,7.0,CN,CNY
000651.SZ,2025-10-19,6.94,CN,CNY
000651.SZ,2025-10-24,6.99,CN,CNY
000651.SZ,2025-10-29,7.02,CN,CNY
000651.SZ,2025-11-03,6.99,CN,CNY
000651.SZ,2025-11-08,7.07,CN,CNY
000651.SZ,2025-11-13,7.25,CN,CNY
000651.SZ,2025-11-18,7.09,CN,CNY
000651.SZ,2025-11-23,7.12,CN,CNY
000651.SZ,2025-11-28,7.14,CN,CNY
000651.SZ,2025-12-03,7.21,CN,CNY
000651.SZ,2025-12-08,7.19,CN,CNY
000651.SZ,2025-12-13,7.2,CN,CNY
000651.SZ,2025-12-18,7.24,CN,CNY
000651.SZ,2025-12-23,7.23,CN,CNY
000651.SZ,2025-12-28,7.21,CN,CNY
000651.SZ,2026-01-02,7.11,CN,CNY
000651.SZ,2026-01-07,7.15,CN,CNY
000651.SZ,2026-01-12,7.17,CN,CNY
000651.SZ,2026-01-17,7.13,CN,CNY
000651.SZ,2026-01-22,7.22,CN,CNY
000651.SZ,2026-01-27,6.88,CN,CNY
000651.SZ,2026-02-01,6.84,CN,CNY
000651.SZ,2026-02-06,6.82,CN,CNY
000651.SZ,2026-02-11,6.85,CN,CNY
000651.SZ,2026-02-16,6.78,CN,CNY
000651.SZ,2026-02-21,6.78,CN,CNY
000651.SZ,2026-02-26,6.65,CN,CNY
